frame_path,mask_path,video,frame_idx,has_fascia,valid_mask
output/fascia/frames/202207111318_38-Perf/00019.png,output/fascia/masks/202207111318_38-Perf/00019.png,202207111318_38-Perf,19,False,False
output/fascia/frames/202207111318_38-Perf/00020.png,output/fascia/masks/202207111318_38-Perf/00020.png,202207111318_38-Perf,20,False,False
output/fascia/frames/202207111318_38-Perf/00021.png,output/fascia/masks/202207111318_38-Perf/00021.png,202207111318_38-Perf,21,False,False
output/fascia/frames/202207111318_38-Perf/00022.png,output/fascia/masks/202207111318_38-Perf/00022.png,202207111318_38-Perf,22,False,False
output/fascia/frames/202207111318_38-Perf/00023.png,output/fascia/masks/202207111318_38-Perf/00023.png,202207111318_38-Perf,23,False,False
output/fascia/frames/202207111318_38-Perf/00024.png,output/fascia/masks/202207111318_38-Perf/00024.png,202207111318_38-Perf,24,False,False
output/fascia/frames/202207111318_38-Perf/00025.png,output/fascia/masks/202207111318_38-Perf/00025.png,202207111318_38-Perf,25,False,False
output/fascia/frames/202207111318_38-Perf/00026.png,output/fascia/masks/202207111318_38-Perf/00026.png,202207111318_38-Perf,26,False,False
output/fascia/frames/202207111318_38-Perf/00027.png,output/fascia/masks/202207111318_38-Perf/00027.png,202207111318_38-Perf,27,False,False
output/fascia/frames/202207111318_38-Perf/00028.png,output/fascia/masks/202207111318_38-Perf/00028.png,202207111318_38-Perf,28,False,False
output/fascia/frames/202207111318_38-Perf/00029.png,output/fascia/masks/202207111318_38-Perf/00029.png,202207111318_38-Perf,29,False,False
output/fascia/frames/202207111318_38-Perf/00030.png,output/fascia/masks/202207111318_38-Perf/00030.png,202207111318_38-Perf,30,False,False
output/fascia/frames/202207111318_38-Perf/00031.png,output/fascia/masks/202207111318_38-Perf/00031.png,202207111318_38-Perf,31,False,False
output/fascia/frames/202207111318_38-Perf/00032.png,output/fascia/masks/202207111318_38-Perf/00032.png,202207111318_38-Perf,32,False,False
output/fascia/frames/202207111318_38-Perf/00033.png,output/fascia/masks/202207111318_38-Perf/00033.png,202207111318_38-Perf,33,False,False
output/fascia/frames/202207111318_38-Perf/00034.png,output/fascia/masks/202207111318_38-Perf/00034.png,202207111318_38-Perf,34,False,False
output/fascia/frames/202207111318_38-Perf/00035.png,output/fascia/masks/202207111318_38-Perf/00035.png,202207111318_38-Perf,35,False,False
output/fascia/frames/202207111318_38-Perf/00036.png,output/fascia/masks/202207111318_38-Perf/00036.png,202207111318_38-Perf,36,False,False
output/fascia/frames/202207111318_38-Perf/00037.png,output/fascia/masks/202207111318_38-Perf/00037.png,202207111318_38-Perf,37,False,False
output/fascia/frames/202207111318_38-Perf/00038.png,output/fascia/masks/202207111318_38-Perf/00038.png,202207111318_38-Perf,38,False,False
output/fascia/frames/202207111318_38-Perf/00039.png,output/fascia/masks/202207111318_38-Perf/00039.png,202207111318_38-Perf,39,False,False
output/fascia/frames/202207111318_38-Perf/00040.png,output/fascia/masks/202207111318_38-Perf/00040.png,202207111318_38-Perf,40,False,False
output/fascia/frames/202207111318_38-Perf/00041.png,output/fascia/masks/202207111318_38-Perf/00041.png,202207111318_38-Perf,41,False,False
output/fascia/frames/202207111318_38-Perf/00042.png,output/fascia/masks/202207111318_38-Perf/00042.png,202207111318_38-Perf,42,False,False
output/fascia/frames/202207111318_38-Perf/00043.png,output/fascia/masks/202207111318_38-Perf/00043.png,202207111318_38-Perf,43,False,False
output/fascia/frames/202207111318_38-Perf/00044.png,output/fascia/masks/202207111318_38-Perf/00044.png,202207111318_38-Perf,44,False,False
output/fascia/frames/202207111318_38-Perf/00045.png,output/fascia/masks/202207111318_38-Perf/00045.png,202207111318_38-Perf,45,False,False
output/fascia/frames/202207111318_38-Perf/00046.png,output/fascia/masks/202207111318_38-Perf/00046.png,202207111318_38-Perf,46,False,False
output/fascia/frames/202207111318_38-Perf/00047.png,output/fascia/masks/202207111318_38-Perf/00047.png,202207111318_38-Perf,47,False,False
output/fascia/frames/202207111318_38-Perf/00048.png,output/fascia/masks/202207111318_38-Perf/00048.png,202207111318_38-Perf,48,False,False
output/fascia/frames/202207111318_38-Perf/00049.png,output/fascia/masks/202207111318_38-Perf/00049.png,202207111318_38-Perf,49,False,False
output/fascia/frames/202207111318_38-Perf/00050.png,output/fascia/masks/202207111318_38-Perf/00050.png,202207111318_38-Perf,50,True,True
output/fascia/frames/202207111318_38-Perf/00051.png,output/fascia/masks/202207111318_38-Perf/00051.png,202207111318_38-Perf,51,True,True
output/fascia/frames/202207111318_38-Perf/00052.png,output/fascia/masks/202207111318_38-Perf/00052.png,202207111318_38-Perf,52,True,True
output/fascia/frames/202207111318_38-Perf/00053.png,output/fascia/masks/202207111318_38-Perf/00053.png,202207111318_38-Perf,53,True,True
output/fascia/frames/202207111318_38-Perf/00054.png,output/fascia/masks/202207111318_38-Perf/00054.png,202207111318_38-Perf,54,True,True
output/fascia/frames/202207111318_38-Perf/00055.png,output/fascia/masks/202207111318_38-Perf/00055.png,202207111318_38-Perf,55,True,True
output/fascia/frames/202207111318_38-Perf/00056.png,output/fascia/masks/202207111318_38-Perf/00056.png,202207111318_38-Perf,56,True,True
output/fascia/frames/202207111318_38-Perf/00057.png,output/fascia/masks/202207111318_38-Perf/00057.png,202207111318_38-Perf,57,True,True
output/fascia/frames/202207111318_38-Perf/00058.png,output/fascia/masks/202207111318_38-Perf/00058.png,202207111318_38-Perf,58,True,True
output/fascia/frames/202207111318_38-Perf/00059.png,output/fascia/masks/202207111318_38-Perf/00059.png,202207111318_38-Perf,59,True,True
output/fascia/frames/202207111318_38-Perf/00060.png,output/fascia/masks/202207111318_38-Perf/00060.png,202207111318_38-Perf,60,True,True
output/fascia/frames/202207111318_38-Perf/00061.png,output/fascia/masks/202207111318_38-Perf/00061.png,202207111318_38-Perf,61,True,True
output/fascia/frames/202207111318_38-Perf/00062.png,output/fascia/masks/202207111318_38-Perf/00062.png,202207111318_38-Perf,62,True,True
output/fascia/frames/202207111318_38-Perf/00063.png,output/fascia/masks/202207111318_38-Perf/00063.png,202207111318_38-Perf,63,True,True
output/fascia/frames/202207111318_38-Perf/00064.png,output/fascia/masks/202207111318_38-Perf/00064.png,202207111318_38-Perf,64,True,True
output/fascia/frames/202207111318_38-Perf/00065.png,output/fascia/masks/202207111318_38-Perf/00065.png,202207111318_38-Perf,65,True,True
output/fascia/frames/202207111318_38-Perf/00066.png,output/fascia/masks/202207111318_38-Perf/00066.png,202207111318_38-Perf,66,True,True
output/fascia/frames/202207111318_38-Perf/00067.png,output/fascia/masks/202207111318_38-Perf/00067.png,202207111318_38-Perf,67,True,True
output/fascia/frames/202207111318_38-Perf/00068.png,output/fascia/masks/202207111318_38-Perf/00068.png,202207111318_38-Perf,68,True,True
output/fascia/frames/202207111318_38-Perf/00069.png,output/fascia/masks/202207111318_38-Perf/00069.png,202207111318_38-Perf,69,True,True
output/fascia/frames/202207111318_38-Perf/00070.png,output/fascia/masks/202207111318_38-Perf/00070.png,202207111318_38-Perf,70,True,True
output/fascia/frames/202207111318_38-Perf/00071.png,output/fascia/masks/202207111318_38-Perf/00071.png,202207111318_38-Perf,71,True,True
output/fascia/frames/202207111318_38-Perf/00072.png,output/fascia/masks/202207111318_38-Perf/00072.png,202207111318_38-Perf,72,True,True
output/fascia/frames/202207111318_38-Perf/00073.png,output/fascia/masks/202207111318_38-Perf/00073.png,202207111318_38-Perf,73,True,True
output/fascia/frames/202207111318_38-Perf/00074.png,output/fascia/masks/202207111318_38-Perf/00074.png,202207111318_38-Perf,74,True,True
output/fascia/frames/202207111318_38-Perf/00075.png,output/fascia/masks/202207111318_38-Perf/00075.png,202207111318_38-Perf,75,True,True
output/fascia/frames/202207111318_38-Perf/00076.png,output/fascia/masks/202207111318_38-Perf/00076.png,202207111318_38-Perf,76,True,True
output/fascia/frames/202207111318_38-Perf/00077.png,output/fascia/masks/202207111318_38-Perf/00077.png,202207111318_38-Perf,77,True,True
output/fascia/frames/202207111318_38-Perf/00078.png,output/fascia/masks/202207111318_38-Perf/00078.png,202207111318_38-Perf,78,True,True
output/fascia/frames/202207111318_38-Perf/00079.png,output/fascia/masks/202207111318_38-Perf/00079.png,202207111318_38-Perf,79,True,True
output/fascia/frames/202207111318_38-Perf/00080.png,output/fascia/masks/202207111318_38-Perf/00080.png,202207111318_38-Perf,80,True,True
output/fascia/frames/202207111318_38-Perf/00081.png,output/fascia/masks/202207111318_38-Perf/00081.png,202207111318_38-Perf,81,True,True
output/fascia/frames/202207111318_38-Perf/00082.png,output/fascia/masks/202207111318_38-Perf/00082.png,202207111318_38-Perf,82,True,True
output/fascia/frames/202207111318_38-Perf/00083.png,output/fascia/masks/202207111318_38-Perf/00083.png,202207111318_38-Perf,83,True,True
output/fascia/frames/202207111318_38-Perf/00084.png,output/fascia/masks/202207111318_38-Perf/00084.png,202207111318_38-Perf,84,True,True
output/fascia/frames/202207111318_38-Perf/00085.png,output/fascia/masks/202207111318_38-Perf/00085.png,202207111318_38-Perf,85,True,True
output/fascia/frames/202207111318_38-Perf/00086.png,output/fascia/masks/202207111318_38-Perf/00086.png,202207111318_38-Perf,86,True,True
output/fascia/frames/202207111318_38-Perf/00087.png,output/fascia/masks/202207111318_38-Perf/00087.png,202207111318_38-Perf,87,True,True
output/fascia/frames/202207111318_38-Perf/00088.png,output/fascia/masks/202207111318_38-Perf/00088.png,202207111318_38-Perf,88,True,True
output/fascia/frames/202207111318_38-Perf/00089.png,output/fascia/masks/202207111318_38-Perf/00089.png,202207111318_38-Perf,89,True,True
output/fascia/frames/202207111318_38-Perf/00090.png,output/fascia/masks/202207111318_38-Perf/00090.png,202207111318_38-Perf,90,True,True
output/fascia/frames/202207111318_38-Perf/00091.png,output/fascia/masks/202207111318_38-Perf/00091.png,202207111318_38-Perf,91,True,True
output/fascia/frames/202207111318_38-Perf/00092.png,output/fascia/masks/202207111318_38-Perf/00092.png,202207111318_38-Perf,92,True,True
output/fascia/frames/202207111318_38-Perf/00093.png,output/fascia/masks/202207111318_38-Perf/00093.png,202207111318_38-Perf,93,True,True
output/fascia/frames/202207111318_38-Perf/00094.png,output/fascia/masks/202207111318_38-Perf/00094.png,202207111318_38-Perf,94,True,True
output/fascia/frames/202207111318_38-Perf/00095.png,output/fascia/masks/202207111318_38-Perf/00095.png,202207111318_38-Perf,95,True,True
output/fascia/frames/202207111318_38-Perf/00096.png,output/fascia/masks/202207111318_38-Perf/00096.png,202207111318_38-Perf,96,True,True
output/fascia/frames/202207111318_38-Perf/00097.png,output/fascia/masks/202207111318_38-Perf/00097.png,202207111318_38-Perf,97,True,True
output/fascia/frames/202207111318_38-Perf/00098.png,output/fascia/masks/202207111318_38-Perf/00098.png,202207111318_38-Perf,98,True,True
output/fascia/frames/202207111318_38-Perf/00099.png,output/fascia/masks/202207111318_38-Perf/00099.png,202207111318_38-Perf,99,True,True
output/fascia/frames/202207111318_38-Perf/00100.png,output/fascia/masks/202207111318_38-Perf/00100.png,202207111318_38-Perf,100,True,True
output/fascia/frames/202207111318_38-Perf/00101.png,output/fascia/masks/202207111318_38-Perf/00101.png,202207111318_38-Perf,101,True,True
output/fascia/frames/202207111318_38-Perf/00102.png,output/fascia/masks/202207111318_38-Perf/00102.png,202207111318_38-Perf,102,True,True
output/fascia/frames/202207111318_38-Perf/00103.png,output/fascia/masks/202207111318_38-Perf/00103.png,202207111318_38-Perf,103,True,True
output/fascia/frames/202207111318_38-Perf/00104.png,output/fascia/masks/202207111318_38-Perf/00104.png,202207111318_38-Perf,104,True,True
output/fascia/frames/202207111318_38-Perf/00105.png,output/fascia/masks/202207111318_38-Perf/00105.png,202207111318_38-Perf,105,True,True
output/fascia/frames/202207111318_38-Perf/00106.png,output/fascia/masks/202207111318_38-Perf/00106.png,202207111318_38-Perf,106,True,True
output/fascia/frames/202207111318_38-Perf/00107.png,output/fascia/masks/202207111318_38-Perf/00107.png,202207111318_38-Perf,107,True,True
output/fascia/frames/202207111318_38-Perf/00108.png,output/fascia/masks/202207111318_38-Perf/00108.png,202207111318_38-Perf,108,True,True
output/fascia/frames/202207111318_38-Perf/00109.png,output/fascia/masks/202207111318_38-Perf/00109.png,202207111318_38-Perf,109,True,True
output/fascia/frames/202207111318_38-Perf/00110.png,output/fascia/masks/202207111318_38-Perf/00110.png,202207111318_38-Perf,110,True,True
output/fascia/frames/202207111318_38-Perf/00111.png,output/fascia/masks/202207111318_38-Perf/00111.png,202207111318_38-Perf,111,True,True
output/fascia/frames/202207111318_38-Perf/00112.png,output/fascia/masks/202207111318_38-Perf/00112.png,202207111318_38-Perf,112,True,True
output/fascia/frames/202207111318_38-Perf/00113.png,output/fascia/masks/202207111318_38-Perf/00113.png,202207111318_38-Perf,113,True,True
output/fascia/frames/202207111318_38-Perf/00114.png,output/fascia/masks/202207111318_38-Perf/00114.png,202207111318_38-Perf,114,True,True
output/fascia/frames/202207111318_38-Perf/00115.png,output/fascia/masks/202207111318_38-Perf/00115.png,202207111318_38-Perf,115,True,True
output/fascia/frames/202207111318_38-Perf/00116.png,output/fascia/masks/202207111318_38-Perf/00116.png,202207111318_38-Perf,116,True,True
output/fascia/frames/202207111318_38-Perf/00117.png,output/fascia/masks/202207111318_38-Perf/00117.png,202207111318_38-Perf,117,True,True
output/fascia/frames/202207111318_38-Perf/00118.png,output/fascia/masks/202207111318_38-Perf/00118.png,202207111318_38-Perf,118,True,True
output/fascia/frames/202207111318_38-Perf/00119.png,output/fascia/masks/202207111318_38-Perf/00119.png,202207111318_38-Perf,119,True,True
output/fascia/frames/202207111318_38-Perf/00120.png,output/fascia/masks/202207111318_38-Perf/00120.png,202207111318_38-Perf,120,True,True
output/fascia/frames/202207111318_38-Perf/00121.png,output/fascia/masks/202207111318_38-Perf/00121.png,202207111318_38-Perf,121,True,True
output/fascia/frames/202207111318_38-Perf/00122.png,output/fascia/masks/202207111318_38-Perf/00122.png,202207111318_38-Perf,122,True,True
output/fascia/frames/202207111318_38-Perf/00123.png,output/fascia/masks/202207111318_38-Perf/00123.png,202207111318_38-Perf,123,True,True
output/fascia/frames/202207111318_38-Perf/00124.png,output/fascia/masks/202207111318_38-Perf/00124.png,202207111318_38-Perf,124,True,True
output/fascia/frames/202207111318_38-Perf/00125.png,output/fascia/masks/202207111318_38-Perf/00125.png,202207111318_38-Perf,125,True,True
output/fascia/frames/202207111318_38-Perf/00126.png,output/fascia/masks/202207111318_38-Perf/00126.png,202207111318_38-Perf,126,True,True
output/fascia/frames/202207111318_38-Perf/00127.png,output/fascia/masks/202207111318_38-Perf/00127.png,202207111318_38-Perf,127,True,True
output/fascia/frames/202207111318_38-Perf/00128.png,output/fascia/masks/202207111318_38-Perf/00128.png,202207111318_38-Perf,128,True,True
output/fascia/frames/202207111318_38-Perf/00129.png,output/fascia/masks/202207111318_38-Perf/00129.png,202207111318_38-Perf,129,True,True
output/fascia/frames/202207111318_38-Perf/00130.png,output/fascia/masks/202207111318_38-Perf/00130.png,202207111318_38-Perf,130,True,True
output/fascia/frames/202207111318_38-Perf/00131.png,output/fascia/masks/202207111318_38-Perf/00131.png,202207111318_38-Perf,131,True,True
output/fascia/frames/202207111318_38-Perf/00132.png,output/fascia/masks/202207111318_38-Perf/00132.png,202207111318_38-Perf,132,True,True
output/fascia/frames/202207111318_38-Perf/00133.png,output/fascia/masks/202207111318_38-Perf/00133.png,202207111318_38-Perf,133,True,True
output/fascia/frames/202207111318_38-Perf/00134.png,output/fascia/masks/202207111318_38-Perf/00134.png,202207111318_38-Perf,134,True,True
output/fascia/frames/202207111318_38-Perf/00135.png,output/fascia/masks/202207111318_38-Perf/00135.png,202207111318_38-Perf,135,True,True
output/fascia/frames/202207111318_38-Perf/00136.png,output/fascia/masks/202207111318_38-Perf/00136.png,202207111318_38-Perf,136,True,True
output/fascia/frames/202207111318_38-Perf/00137.png,output/fascia/masks/202207111318_38-Perf/00137.png,202207111318_38-Perf,137,True,True
output/fascia/frames/202207111318_38-Perf/00138.png,output/fascia/masks/202207111318_38-Perf/00138.png,202207111318_38-Perf,138,True,True
output/fascia/frames/202207111318_38-Perf/00139.png,output/fascia/masks/202207111318_38-Perf/00139.png,202207111318_38-Perf,139,True,True
output/fascia/frames/202207111318_38-Perf/00140.png,output/fascia/masks/202207111318_38-Perf/00140.png,202207111318_38-Perf,140,True,True
output/fascia/frames/202207111318_38-Perf/00141.png,output/fascia/masks/202207111318_38-Perf/00141.png,202207111318_38-Perf,141,True,True
output/fascia/frames/202207111318_38-Perf/00142.png,output/fascia/masks/202207111318_38-Perf/00142.png,202207111318_38-Perf,142,True,True
output/fascia/frames/202207111318_38-Perf/00143.png,output/fascia/masks/202207111318_38-Perf/00143.png,202207111318_38-Perf,143,True,True
output/fascia/frames/202207111318_38-Perf/00144.png,output/fascia/masks/202207111318_38-Perf/00144.png,202207111318_38-Perf,144,True,True
output/fascia/frames/202207111318_38-Perf/00145.png,output/fascia/masks/202207111318_38-Perf/00145.png,202207111318_38-Perf,145,True,True
output/fascia/frames/202207111318_38-Perf/00146.png,output/fascia/masks/202207111318_38-Perf/00146.png,202207111318_38-Perf,146,True,True
output/fascia/frames/202207111318_38-Perf/00147.png,output/fascia/masks/202207111318_38-Perf/00147.png,202207111318_38-Perf,147,True,True
output/fascia/frames/202207111318_38-Perf/00148.png,output/fascia/masks/202207111318_38-Perf/00148.png,202207111318_38-Perf,148,True,True
output/fascia/frames/202207111318_38-Perf/00149.png,output/fascia/masks/202207111318_38-Perf/00149.png,202207111318_38-Perf,149,True,True
output/fascia/frames/202207111318_38-Perf/00150.png,output/fascia/masks/202207111318_38-Perf/00150.png,202207111318_38-Perf,150,True,True
output/fascia/frames/202207111318_38-Perf/00151.png,output/fascia/masks/202207111318_38-Perf/00151.png,202207111318_38-Perf,151,True,True
output/fascia/frames/202207111318_38-Perf/00152.png,output/fascia/masks/202207111318_38-Perf/00152.png,202207111318_38-Perf,152,True,True
output/fascia/frames/202207111318_38-Perf/00153.png,output/fascia/masks/202207111318_38-Perf/00153.png,202207111318_38-Perf,153,True,True
output/fascia/frames/202207111318_38-Perf/00154.png,output/fascia/masks/202207111318_38-Perf/00154.png,202207111318_38-Perf,154,True,True
output/fascia/frames/202207111318_38-Perf/00155.png,output/fascia/masks/202207111318_38-Perf/00155.png,202207111318_38-Perf,155,True,True
output/fascia/frames/202207111318_38-Perf/00156.png,output/fascia/masks/202207111318_38-Perf/00156.png,202207111318_38-Perf,156,True,True
output/fascia/frames/202207111318_38-Perf/00157.png,output/fascia/masks/202207111318_38-Perf/00157.png,202207111318_38-Perf,157,True,True
output/fascia/frames/202207111318_38-Perf/00158.png,output/fascia/masks/202207111318_38-Perf/00158.png,202207111318_38-Perf,158,True,True
output/fascia/frames/202207111318_38-Perf/00159.png,output/fascia/masks/202207111318_38-Perf/00159.png,202207111318_38-Perf,159,True,True
output/fascia/frames/202207111318_38-Perf/00160.png,output/fascia/masks/202207111318_38-Perf/00160.png,202207111318_38-Perf,160,True,True
output/fascia/frames/202207111318_38-Perf/00161.png,output/fascia/masks/202207111318_38-Perf/00161.png,202207111318_38-Perf,161,True,True
output/fascia/frames/202207111318_38-Perf/00162.png,output/fascia/masks/202207111318_38-Perf/00162.png,202207111318_38-Perf,162,True,True
output/fascia/frames/202207111318_38-Perf/00163.png,output/fascia/masks/202207111318_38-Perf/00163.png,202207111318_38-Perf,163,True,True
output/fascia/frames/202207111318_38-Perf/00164.png,output/fascia/masks/202207111318_38-Perf/00164.png,202207111318_38-Perf,164,True,True
output/fascia/frames/202207111318_38-Perf/00165.png,output/fascia/masks/202207111318_38-Perf/00165.png,202207111318_38-Perf,165,True,True
output/fascia/frames/202207111318_38-Perf/00166.png,output/fascia/masks/202207111318_38-Perf/00166.png,202207111318_38-Perf,166,True,True
output/fascia/frames/202207111318_38-Perf/00167.png,output/fascia/masks/202207111318_38-Perf/00167.png,202207111318_38-Perf,167,True,True
output/fascia/frames/202207111318_38-Perf/00168.png,output/fascia/masks/202207111318_38-Perf/00168.png,202207111318_38-Perf,168,True,True
output/fascia/frames/202207111318_38-Perf/00169.png,output/fascia/masks/202207111318_38-Perf/00169.png,202207111318_38-Perf,169,True,True
output/fascia/frames/202207111318_38-Perf/00170.png,output/fascia/masks/202207111318_38-Perf/00170.png,202207111318_38-Perf,170,True,True
output/fascia/frames/202207111318_38-Perf/00171.png,output/fascia/masks/202207111318_38-Perf/00171.png,202207111318_38-Perf,171,True,True
output/fascia/frames/202207111318_38-Perf/00172.png,output/fascia/masks/202207111318_38-Perf/00172.png,202207111318_38-Perf,172,True,True
output/fascia/frames/202207111318_38-Perf/00173.png,output/fascia/masks/202207111318_38-Perf/00173.png,202207111318_38-Perf,173,True,True
output/fascia/frames/202207111318_38-Perf/00174.png,output/fascia/masks/202207111318_38-Perf/00174.png,202207111318_38-Perf,174,True,True
output/fascia/frames/202207111318_38-Perf/00175.png,output/fascia/masks/202207111318_38-Perf/00175.png,202207111318_38-Perf,175,True,True
output/fascia/frames/202207111318_38-Perf/00176.png,output/fascia/masks/202207111318_38-Perf/00176.png,202207111318_38-Perf,176,True,True
output/fascia/frames/202207111318_38-Perf/00177.png,output/fascia/masks/202207111318_38-Perf/00177.png,202207111318_38-Perf,177,True,True
output/fascia/frames/202207111318_38-Perf/00178.png,output/fascia/masks/202207111318_38-Perf/00178.png,202207111318_38-Perf,178,True,True
output/fascia/frames/202207111318_38-Perf/00179.png,output/fascia/masks/202207111318_38-Perf/00179.png,202207111318_38-Perf,179,True,True
output/fascia/frames/202207111318_38-Perf/00180.png,output/fascia/masks/202207111318_38-Perf/00180.png,202207111318_38-Perf,180,True,True
output/fascia/frames/202207111318_38-Perf/00181.png,output/fascia/masks/202207111318_38-Perf/00181.png,202207111318_38-Perf,181,True,True
output/fascia/frames/202207111318_38-Perf/00182.png,output/fascia/masks/202207111318_38-Perf/00182.png,202207111318_38-Perf,182,True,True
output/fascia/frames/202207111318_38-Perf/00183.png,output/fascia/masks/202207111318_38-Perf/00183.png,202207111318_38-Perf,183,True,True
output/fascia/frames/202207111318_38-Perf/00184.png,output/fascia/masks/202207111318_38-Perf/00184.png,202207111318_38-Perf,184,True,True
output/fascia/frames/202207111318_38-Perf/00185.png,output/fascia/masks/202207111318_38-Perf/00185.png,202207111318_38-Perf,185,True,True
output/fascia/frames/202207111318_38-Perf/00186.png,output/fascia/masks/202207111318_38-Perf/00186.png,202207111318_38-Perf,186,True,True
output/fascia/frames/202207111318_38-Perf/00187.png,output/fascia/masks/202207111318_38-Perf/00187.png,202207111318_38-Perf,187,True,True
output/fascia/frames/202207111318_38-Perf/00188.png,output/fascia/masks/202207111318_38-Perf/00188.png,202207111318_38-Perf,188,True,True
output/fascia/frames/202207111318_38-Perf/00189.png,output/fascia/masks/202207111318_38-Perf/00189.png,202207111318_38-Perf,189,True,True
output/fascia/frames/202207111318_38-Perf/00190.png,output/fascia/masks/202207111318_38-Perf/00190.png,202207111318_38-Perf,190,True,True
output/fascia/frames/202207111318_38-Perf/00191.png,output/fascia/masks/202207111318_38-Perf/00191.png,202207111318_38-Perf,191,True,True
output/fascia/frames/202207111318_38-Perf/00192.png,output/fascia/masks/202207111318_38-Perf/00192.png,202207111318_38-Perf,192,True,True
output/fascia/frames/202207111318_38-Perf/00193.png,output/fascia/masks/202207111318_38-Perf/00193.png,202207111318_38-Perf,193,True,True
output/fascia/frames/202207111318_38-Perf/00194.png,output/fascia/masks/202207111318_38-Perf/00194.png,202207111318_38-Perf,194,True,True
output/fascia/frames/202207111318_38-Perf/00195.png,output/fascia/masks/202207111318_38-Perf/00195.png,202207111318_38-Perf,195,True,True
output/fascia/frames/202207111318_38-Perf/00196.png,output/fascia/masks/202207111318_38-Perf/00196.png,202207111318_38-Perf,196,True,True
output/fascia/frames/202207111318_38-Perf/00197.png,output/fascia/masks/202207111318_38-Perf/00197.png,202207111318_38-Perf,197,True,True
output/fascia/frames/202207111318_38-Perf/00198.png,output/fascia/masks/202207111318_38-Perf/00198.png,202207111318_38-Perf,198,True,True
output/fascia/frames/202207111318_38-Perf/00199.png,output/fascia/masks/202207111318_38-Perf/00199.png,202207111318_38-Perf,199,True,True
output/fascia/frames/202207111318_38-Perf/00200.png,output/fascia/masks/202207111318_38-Perf/00200.png,202207111318_38-Perf,200,True,True
output/fascia/frames/202207111318_38-Perf/00201.png,output/fascia/masks/202207111318_38-Perf/00201.png,202207111318_38-Perf,201,True,True
output/fascia/frames/202207111318_38-Perf/00202.png,output/fascia/masks/202207111318_38-Perf/00202.png,202207111318_38-Perf,202,True,True
output/fascia/frames/202207111318_38-Perf/00203.png,output/fascia/masks/202207111318_38-Perf/00203.png,202207111318_38-Perf,203,True,True
output/fascia/frames/202207111318_38-Perf/00204.png,output/fascia/masks/202207111318_38-Perf/00204.png,202207111318_38-Perf,204,True,True
output/fascia/frames/202207111318_38-Perf/00205.png,output/fascia/masks/202207111318_38-Perf/00205.png,202207111318_38-Perf,205,True,True
output/fascia/frames/202207111318_38-Perf/00206.png,output/fascia/masks/202207111318_38-Perf/00206.png,202207111318_38-Perf,206,True,True
output/fascia/frames/202207111318_38-Perf/00207.png,output/fascia/masks/202207111318_38-Perf/00207.png,202207111318_38-Perf,207,True,True
