video,frame_idx,frame_path,mask_path,has_vein
202207111318_38-Perf,50,output/vein/frames/202207111318_38-Perf_00050.png,output/vein/masks/202207111318_38-Perf_00050.png,True
202207111318_38-Perf,51,output/vein/frames/202207111318_38-Perf_00051.png,output/vein/masks/202207111318_38-Perf_00051.png,True
202207111318_38-Perf,52,output/vein/frames/202207111318_38-Perf_00052.png,output/vein/masks/202207111318_38-Perf_00052.png,True
202207111318_38-Perf,53,output/vein/frames/202207111318_38-Perf_00053.png,output/vein/masks/202207111318_38-Perf_00053.png,True
202207111318_38-Perf,54,output/vein/frames/202207111318_38-Perf_00054.png,output/vein/masks/202207111318_38-Perf_00054.png,True
202207111318_38-Perf,55,output/vein/frames/202207111318_38-Perf_00055.png,output/vein/masks/202207111318_38-Perf_00055.png,True
202207111318_38-Perf,56,output/vein/frames/202207111318_38-Perf_00056.png,output/vein/masks/202207111318_38-Perf_00056.png,True
202207111318_38-Perf,57,output/vein/frames/202207111318_38-Perf_00057.png,output/vein/masks/202207111318_38-Perf_00057.png,True
202207111318_38-Perf,58,output/vein/frames/202207111318_38-Perf_00058.png,output/vein/masks/202207111318_38-Perf_00058.png,True
202207111318_38-Perf,59,output/vein/frames/202207111318_38-Perf_00059.png,output/vein/masks/202207111318_38-Perf_00059.png,True
202207111318_38-Perf,60,output/vein/frames/202207111318_38-Perf_00060.png,output/vein/masks/202207111318_38-Perf_00060.png,True
202207111318_38-Perf,61,output/vein/frames/202207111318_38-Perf_00061.png,output/vein/masks/202207111318_38-Perf_00061.png,True
202207111318_38-Perf,62,output/vein/frames/202207111318_38-Perf_00062.png,output/vein/masks/202207111318_38-Perf_00062.png,True
202207111318_38-Perf,63,output/vein/frames/202207111318_38-Perf_00063.png,output/vein/masks/202207111318_38-Perf_00063.png,True
202207111318_38-Perf,64,output/vein/frames/202207111318_38-Perf_00064.png,output/vein/masks/202207111318_38-Perf_00064.png,False
202207111318_38-Perf,65,output/vein/frames/202207111318_38-Perf_00065.png,output/vein/masks/202207111318_38-Perf_00065.png,True
202207111318_38-Perf,66,output/vein/frames/202207111318_38-Perf_00066.png,output/vein/masks/202207111318_38-Perf_00066.png,False
202207111318_38-Perf,67,output/vein/frames/202207111318_38-Perf_00067.png,output/vein/masks/202207111318_38-Perf_00067.png,False
202207111318_38-Perf,68,output/vein/frames/202207111318_38-Perf_00068.png,output/vein/masks/202207111318_38-Perf_00068.png,False
202207111318_38-Perf,69,output/vein/frames/202207111318_38-Perf_00069.png,output/vein/masks/202207111318_38-Perf_00069.png,False
202207111318_38-Perf,70,output/vein/frames/202207111318_38-Perf_00070.png,output/vein/masks/202207111318_38-Perf_00070.png,False
202207111318_38-Perf,71,output/vein/frames/202207111318_38-Perf_00071.png,output/vein/masks/202207111318_38-Perf_00071.png,False
202207111318_38-Perf,72,output/vein/frames/202207111318_38-Perf_00072.png,output/vein/masks/202207111318_38-Perf_00072.png,False
202207111318_38-Perf,73,output/vein/frames/202207111318_38-Perf_00073.png,output/vein/masks/202207111318_38-Perf_00073.png,False
202207111318_38-Perf,74,output/vein/frames/202207111318_38-Perf_00074.png,output/vein/masks/202207111318_38-Perf_00074.png,False
202207111318_38-Perf,75,output/vein/frames/202207111318_38-Perf_00075.png,output/vein/masks/202207111318_38-Perf_00075.png,False
202207111318_38-Perf,76,output/vein/frames/202207111318_38-Perf_00076.png,output/vein/masks/202207111318_38-Perf_00076.png,True
202207111318_38-Perf,77,output/vein/frames/202207111318_38-Perf_00077.png,output/vein/masks/202207111318_38-Perf_00077.png,True
202207111318_38-Perf,78,output/vein/frames/202207111318_38-Perf_00078.png,output/vein/masks/202207111318_38-Perf_00078.png,True
202207111318_38-Perf,79,output/vein/frames/202207111318_38-Perf_00079.png,output/vein/masks/202207111318_38-Perf_00079.png,True
202207111318_38-Perf,80,output/vein/frames/202207111318_38-Perf_00080.png,output/vein/masks/202207111318_38-Perf_00080.png,True
202207111318_38-Perf,81,output/vein/frames/202207111318_38-Perf_00081.png,output/vein/masks/202207111318_38-Perf_00081.png,True
202207111318_38-Perf,82,output/vein/frames/202207111318_38-Perf_00082.png,output/vein/masks/202207111318_38-Perf_00082.png,True
202207111318_38-Perf,83,output/vein/frames/202207111318_38-Perf_00083.png,output/vein/masks/202207111318_38-Perf_00083.png,True
202207111318_38-Perf,84,output/vein/frames/202207111318_38-Perf_00084.png,output/vein/masks/202207111318_38-Perf_00084.png,True
202207111318_38-Perf,85,output/vein/frames/202207111318_38-Perf_00085.png,output/vein/masks/202207111318_38-Perf_00085.png,True
202207111318_38-Perf,86,output/vein/frames/202207111318_38-Perf_00086.png,output/vein/masks/202207111318_38-Perf_00086.png,True
202207111318_38-Perf,87,output/vein/frames/202207111318_38-Perf_00087.png,output/vein/masks/202207111318_38-Perf_00087.png,True
202207111318_38-Perf,88,output/vein/frames/202207111318_38-Perf_00088.png,output/vein/masks/202207111318_38-Perf_00088.png,True
202207111318_38-Perf,89,output/vein/frames/202207111318_38-Perf_00089.png,output/vein/masks/202207111318_38-Perf_00089.png,True
202207111318_38-Perf,90,output/vein/frames/202207111318_38-Perf_00090.png,output/vein/masks/202207111318_38-Perf_00090.png,True
202207111318_38-Perf,91,output/vein/frames/202207111318_38-Perf_00091.png,output/vein/masks/202207111318_38-Perf_00091.png,True
202207111318_38-Perf,92,output/vein/frames/202207111318_38-Perf_00092.png,output/vein/masks/202207111318_38-Perf_00092.png,True
202207111318_38-Perf,93,output/vein/frames/202207111318_38-Perf_00093.png,output/vein/masks/202207111318_38-Perf_00093.png,True
202207111318_38-Perf,94,output/vein/frames/202207111318_38-Perf_00094.png,output/vein/masks/202207111318_38-Perf_00094.png,True
202207111318_38-Perf,95,output/vein/frames/202207111318_38-Perf_00095.png,output/vein/masks/202207111318_38-Perf_00095.png,True
202207111318_38-Perf,96,output/vein/frames/202207111318_38-Perf_00096.png,output/vein/masks/202207111318_38-Perf_00096.png,True
202207111318_38-Perf,97,output/vein/frames/202207111318_38-Perf_00097.png,output/vein/masks/202207111318_38-Perf_00097.png,True
202207111318_38-Perf,98,output/vein/frames/202207111318_38-Perf_00098.png,output/vein/masks/202207111318_38-Perf_00098.png,True
202207111318_38-Perf,99,output/vein/frames/202207111318_38-Perf_00099.png,output/vein/masks/202207111318_38-Perf_00099.png,True
202207111318_38-Perf,100,output/vein/frames/202207111318_38-Perf_00100.png,output/vein/masks/202207111318_38-Perf_00100.png,True
202207111318_38-Perf,101,output/vein/frames/202207111318_38-Perf_00101.png,output/vein/masks/202207111318_38-Perf_00101.png,True
202207111318_38-Perf,102,output/vein/frames/202207111318_38-Perf_00102.png,output/vein/masks/202207111318_38-Perf_00102.png,True
202207111318_38-Perf,103,output/vein/frames/202207111318_38-Perf_00103.png,output/vein/masks/202207111318_38-Perf_00103.png,True
202207111318_38-Perf,104,output/vein/frames/202207111318_38-Perf_00104.png,output/vein/masks/202207111318_38-Perf_00104.png,True
202207111318_38-Perf,105,output/vein/frames/202207111318_38-Perf_00105.png,output/vein/masks/202207111318_38-Perf_00105.png,True
202207111318_38-Perf,106,output/vein/frames/202207111318_38-Perf_00106.png,output/vein/masks/202207111318_38-Perf_00106.png,True
202207111318_38-Perf,107,output/vein/frames/202207111318_38-Perf_00107.png,output/vein/masks/202207111318_38-Perf_00107.png,True
202207111318_38-Perf,108,output/vein/frames/202207111318_38-Perf_00108.png,output/vein/masks/202207111318_38-Perf_00108.png,True
202207111318_38-Perf,109,output/vein/frames/202207111318_38-Perf_00109.png,output/vein/masks/202207111318_38-Perf_00109.png,True
202207111318_38-Perf,110,output/vein/frames/202207111318_38-Perf_00110.png,output/vein/masks/202207111318_38-Perf_00110.png,True
202207111318_38-Perf,111,output/vein/frames/202207111318_38-Perf_00111.png,output/vein/masks/202207111318_38-Perf_00111.png,True
202207111318_38-Perf,112,output/vein/frames/202207111318_38-Perf_00112.png,output/vein/masks/202207111318_38-Perf_00112.png,True
202207111318_38-Perf,113,output/vein/frames/202207111318_38-Perf_00113.png,output/vein/masks/202207111318_38-Perf_00113.png,True
202207111318_38-Perf,114,output/vein/frames/202207111318_38-Perf_00114.png,output/vein/masks/202207111318_38-Perf_00114.png,True
202207111318_38-Perf,115,output/vein/frames/202207111318_38-Perf_00115.png,output/vein/masks/202207111318_38-Perf_00115.png,True
202207111318_38-Perf,116,output/vein/frames/202207111318_38-Perf_00116.png,output/vein/masks/202207111318_38-Perf_00116.png,True
202207111318_38-Perf,117,output/vein/frames/202207111318_38-Perf_00117.png,output/vein/masks/202207111318_38-Perf_00117.png,True
202207111318_38-Perf,118,output/vein/frames/202207111318_38-Perf_00118.png,output/vein/masks/202207111318_38-Perf_00118.png,True
202207111318_38-Perf,119,output/vein/frames/202207111318_38-Perf_00119.png,output/vein/masks/202207111318_38-Perf_00119.png,True
202207111318_38-Perf,120,output/vein/frames/202207111318_38-Perf_00120.png,output/vein/masks/202207111318_38-Perf_00120.png,True
202207111318_38-Perf,121,output/vein/frames/202207111318_38-Perf_00121.png,output/vein/masks/202207111318_38-Perf_00121.png,True
202207111318_38-Perf,122,output/vein/frames/202207111318_38-Perf_00122.png,output/vein/masks/202207111318_38-Perf_00122.png,True
202207111318_38-Perf,123,output/vein/frames/202207111318_38-Perf_00123.png,output/vein/masks/202207111318_38-Perf_00123.png,True
202207111318_38-Perf,124,output/vein/frames/202207111318_38-Perf_00124.png,output/vein/masks/202207111318_38-Perf_00124.png,True
202207111318_38-Perf,125,output/vein/frames/202207111318_38-Perf_00125.png,output/vein/masks/202207111318_38-Perf_00125.png,True
202207111318_38-Perf,126,output/vein/frames/202207111318_38-Perf_00126.png,output/vein/masks/202207111318_38-Perf_00126.png,True
202207111318_38-Perf,127,output/vein/frames/202207111318_38-Perf_00127.png,output/vein/masks/202207111318_38-Perf_00127.png,True
202207111318_38-Perf,128,output/vein/frames/202207111318_38-Perf_00128.png,output/vein/masks/202207111318_38-Perf_00128.png,True
202207111318_38-Perf,129,output/vein/frames/202207111318_38-Perf_00129.png,output/vein/masks/202207111318_38-Perf_00129.png,True
202207111318_38-Perf,130,output/vein/frames/202207111318_38-Perf_00130.png,output/vein/masks/202207111318_38-Perf_00130.png,True
202207111318_38-Perf,131,output/vein/frames/202207111318_38-Perf_00131.png,output/vein/masks/202207111318_38-Perf_00131.png,True
202207111318_38-Perf,132,output/vein/frames/202207111318_38-Perf_00132.png,output/vein/masks/202207111318_38-Perf_00132.png,True
202207111318_38-Perf,133,output/vein/frames/202207111318_38-Perf_00133.png,output/vein/masks/202207111318_38-Perf_00133.png,True
202207111318_38-Perf,134,output/vein/frames/202207111318_38-Perf_00134.png,output/vein/masks/202207111318_38-Perf_00134.png,True
202207111318_38-Perf,135,output/vein/frames/202207111318_38-Perf_00135.png,output/vein/masks/202207111318_38-Perf_00135.png,True
202207111318_38-Perf,136,output/vein/frames/202207111318_38-Perf_00136.png,output/vein/masks/202207111318_38-Perf_00136.png,False
202207111318_38-Perf,137,output/vein/frames/202207111318_38-Perf_00137.png,output/vein/masks/202207111318_38-Perf_00137.png,False
202207111318_38-Perf,138,output/vein/frames/202207111318_38-Perf_00138.png,output/vein/masks/202207111318_38-Perf_00138.png,True
202207111318_38-Perf,139,output/vein/frames/202207111318_38-Perf_00139.png,output/vein/masks/202207111318_38-Perf_00139.png,True
202207111318_38-Perf,140,output/vein/frames/202207111318_38-Perf_00140.png,output/vein/masks/202207111318_38-Perf_00140.png,True
202207111318_38-Perf,141,output/vein/frames/202207111318_38-Perf_00141.png,output/vein/masks/202207111318_38-Perf_00141.png,True
202207111318_38-Perf,142,output/vein/frames/202207111318_38-Perf_00142.png,output/vein/masks/202207111318_38-Perf_00142.png,True
202207111318_38-Perf,143,output/vein/frames/202207111318_38-Perf_00143.png,output/vein/masks/202207111318_38-Perf_00143.png,True
202207111318_38-Perf,144,output/vein/frames/202207111318_38-Perf_00144.png,output/vein/masks/202207111318_38-Perf_00144.png,True
202207111318_38-Perf,145,output/vein/frames/202207111318_38-Perf_00145.png,output/vein/masks/202207111318_38-Perf_00145.png,True
202207111318_38-Perf,146,output/vein/frames/202207111318_38-Perf_00146.png,output/vein/masks/202207111318_38-Perf_00146.png,True
202207111318_38-Perf,147,output/vein/frames/202207111318_38-Perf_00147.png,output/vein/masks/202207111318_38-Perf_00147.png,True
202207111318_38-Perf,148,output/vein/frames/202207111318_38-Perf_00148.png,output/vein/masks/202207111318_38-Perf_00148.png,True
202207111318_38-Perf,149,output/vein/frames/202207111318_38-Perf_00149.png,output/vein/masks/202207111318_38-Perf_00149.png,True
202207111318_38-Perf,150,output/vein/frames/202207111318_38-Perf_00150.png,output/vein/masks/202207111318_38-Perf_00150.png,True
202207111318_38-Perf,151,output/vein/frames/202207111318_38-Perf_00151.png,output/vein/masks/202207111318_38-Perf_00151.png,True
202207111318_38-Perf,152,output/vein/frames/202207111318_38-Perf_00152.png,output/vein/masks/202207111318_38-Perf_00152.png,True
202207111318_38-Perf,153,output/vein/frames/202207111318_38-Perf_00153.png,output/vein/masks/202207111318_38-Perf_00153.png,True
202207111318_38-Perf,154,output/vein/frames/202207111318_38-Perf_00154.png,output/vein/masks/202207111318_38-Perf_00154.png,True
202207111318_38-Perf,155,output/vein/frames/202207111318_38-Perf_00155.png,output/vein/masks/202207111318_38-Perf_00155.png,True
202207111318_38-Perf,156,output/vein/frames/202207111318_38-Perf_00156.png,output/vein/masks/202207111318_38-Perf_00156.png,True
202207111318_38-Perf,157,output/vein/frames/202207111318_38-Perf_00157.png,output/vein/masks/202207111318_38-Perf_00157.png,True
202207111318_38-Perf,158,output/vein/frames/202207111318_38-Perf_00158.png,output/vein/masks/202207111318_38-Perf_00158.png,True
202207111318_38-Perf,159,output/vein/frames/202207111318_38-Perf_00159.png,output/vein/masks/202207111318_38-Perf_00159.png,True
202207111318_38-Perf,160,output/vein/frames/202207111318_38-Perf_00160.png,output/vein/masks/202207111318_38-Perf_00160.png,True
202207111318_38-Perf,161,output/vein/frames/202207111318_38-Perf_00161.png,output/vein/masks/202207111318_38-Perf_00161.png,True
202207111318_38-Perf,162,output/vein/frames/202207111318_38-Perf_00162.png,output/vein/masks/202207111318_38-Perf_00162.png,True
202207111318_38-Perf,163,output/vein/frames/202207111318_38-Perf_00163.png,output/vein/masks/202207111318_38-Perf_00163.png,True
202207111318_38-Perf,164,output/vein/frames/202207111318_38-Perf_00164.png,output/vein/masks/202207111318_38-Perf_00164.png,True
202207111318_38-Perf,165,output/vein/frames/202207111318_38-Perf_00165.png,output/vein/masks/202207111318_38-Perf_00165.png,True
202207111318_38-Perf,166,output/vein/frames/202207111318_38-Perf_00166.png,output/vein/masks/202207111318_38-Perf_00166.png,False
202207111318_38-Perf,167,output/vein/frames/202207111318_38-Perf_00167.png,output/vein/masks/202207111318_38-Perf_00167.png,False
202207111318_38-Perf,168,output/vein/frames/202207111318_38-Perf_00168.png,output/vein/masks/202207111318_38-Perf_00168.png,False
202207111318_38-Perf,169,output/vein/frames/202207111318_38-Perf_00169.png,output/vein/masks/202207111318_38-Perf_00169.png,False
202207111318_38-Perf,170,output/vein/frames/202207111318_38-Perf_00170.png,output/vein/masks/202207111318_38-Perf_00170.png,False
202207111318_38-Perf,171,output/vein/frames/202207111318_38-Perf_00171.png,output/vein/masks/202207111318_38-Perf_00171.png,True
202207111318_38-Perf,172,output/vein/frames/202207111318_38-Perf_00172.png,output/vein/masks/202207111318_38-Perf_00172.png,True
202207111318_38-Perf,173,output/vein/frames/202207111318_38-Perf_00173.png,output/vein/masks/202207111318_38-Perf_00173.png,True
202207111318_38-Perf,174,output/vein/frames/202207111318_38-Perf_00174.png,output/vein/masks/202207111318_38-Perf_00174.png,True
202207111318_38-Perf,175,output/vein/frames/202207111318_38-Perf_00175.png,output/vein/masks/202207111318_38-Perf_00175.png,True
202207111318_38-Perf,176,output/vein/frames/202207111318_38-Perf_00176.png,output/vein/masks/202207111318_38-Perf_00176.png,False
202207111318_38-Perf,177,output/vein/frames/202207111318_38-Perf_00177.png,output/vein/masks/202207111318_38-Perf_00177.png,False
202207111318_38-Perf,178,output/vein/frames/202207111318_38-Perf_00178.png,output/vein/masks/202207111318_38-Perf_00178.png,False
202207111318_38-Perf,179,output/vein/frames/202207111318_38-Perf_00179.png,output/vein/masks/202207111318_38-Perf_00179.png,True
202207111318_38-Perf,180,output/vein/frames/202207111318_38-Perf_00180.png,output/vein/masks/202207111318_38-Perf_00180.png,True
202207111318_38-Perf,181,output/vein/frames/202207111318_38-Perf_00181.png,output/vein/masks/202207111318_38-Perf_00181.png,True
202207111318_38-Perf,182,output/vein/frames/202207111318_38-Perf_00182.png,output/vein/masks/202207111318_38-Perf_00182.png,True
202207111318_38-Perf,183,output/vein/frames/202207111318_38-Perf_00183.png,output/vein/masks/202207111318_38-Perf_00183.png,True
202207111318_38-Perf,184,output/vein/frames/202207111318_38-Perf_00184.png,output/vein/masks/202207111318_38-Perf_00184.png,True
202207111318_38-Perf,185,output/vein/frames/202207111318_38-Perf_00185.png,output/vein/masks/202207111318_38-Perf_00185.png,True
202207111318_38-Perf,186,output/vein/frames/202207111318_38-Perf_00186.png,output/vein/masks/202207111318_38-Perf_00186.png,True
202207111318_38-Perf,187,output/vein/frames/202207111318_38-Perf_00187.png,output/vein/masks/202207111318_38-Perf_00187.png,True
202207111318_38-Perf,188,output/vein/frames/202207111318_38-Perf_00188.png,output/vein/masks/202207111318_38-Perf_00188.png,True
202207111318_38-Perf,189,output/vein/frames/202207111318_38-Perf_00189.png,output/vein/masks/202207111318_38-Perf_00189.png,True
202207111318_38-Perf,190,output/vein/frames/202207111318_38-Perf_00190.png,output/vein/masks/202207111318_38-Perf_00190.png,True
202207111318_38-Perf,191,output/vein/frames/202207111318_38-Perf_00191.png,output/vein/masks/202207111318_38-Perf_00191.png,True
202207111318_38-Perf,192,output/vein/frames/202207111318_38-Perf_00192.png,output/vein/masks/202207111318_38-Perf_00192.png,True
202207111318_38-Perf,193,output/vein/frames/202207111318_38-Perf_00193.png,output/vein/masks/202207111318_38-Perf_00193.png,True
202207111318_38-Perf,194,output/vein/frames/202207111318_38-Perf_00194.png,output/vein/masks/202207111318_38-Perf_00194.png,True
202207111318_38-Perf,195,output/vein/frames/202207111318_38-Perf_00195.png,output/vein/masks/202207111318_38-Perf_00195.png,True
202207111318_38-Perf,196,output/vein/frames/202207111318_38-Perf_00196.png,output/vein/masks/202207111318_38-Perf_00196.png,True
202207111318_38-Perf,197,output/vein/frames/202207111318_38-Perf_00197.png,output/vein/masks/202207111318_38-Perf_00197.png,True
202207111318_38-Perf,198,output/vein/frames/202207111318_38-Perf_00198.png,output/vein/masks/202207111318_38-Perf_00198.png,True
202207111318_38-Perf,199,output/vein/frames/202207111318_38-Perf_00199.png,output/vein/masks/202207111318_38-Perf_00199.png,True
202207111318_38-Perf,200,output/vein/frames/202207111318_38-Perf_00200.png,output/vein/masks/202207111318_38-Perf_00200.png,True
202207111318_38-Perf,201,output/vein/frames/202207111318_38-Perf_00201.png,output/vein/masks/202207111318_38-Perf_00201.png,True
202207111318_38-Perf,202,output/vein/frames/202207111318_38-Perf_00202.png,output/vein/masks/202207111318_38-Perf_00202.png,True
202207111318_38-Perf,203,output/vein/frames/202207111318_38-Perf_00203.png,output/vein/masks/202207111318_38-Perf_00203.png,True
202207111318_38-Perf,204,output/vein/frames/202207111318_38-Perf_00204.png,output/vein/masks/202207111318_38-Perf_00204.png,True
202207111318_38-Perf,205,output/vein/frames/202207111318_38-Perf_00205.png,output/vein/masks/202207111318_38-Perf_00205.png,True
202207111318_38-Perf,206,output/vein/frames/202207111318_38-Perf_00206.png,output/vein/masks/202207111318_38-Perf_00206.png,True
202207111318_38-Perf,207,output/vein/frames/202207111318_38-Perf_00207.png,output/vein/masks/202207111318_38-Perf_00207.png,True
202207111318_38-Perf,208,output/vein/frames/202207111318_38-Perf_00208.png,output/vein/masks/202207111318_38-Perf_00208.png,True
202207111318_38-Perf,209,output/vein/frames/202207111318_38-Perf_00209.png,output/vein/masks/202207111318_38-Perf_00209.png,False
202207111318_38-Perf,210,output/vein/frames/202207111318_38-Perf_00210.png,output/vein/masks/202207111318_38-Perf_00210.png,False
202207111318_38-Perf,211,output/vein/frames/202207111318_38-Perf_00211.png,output/vein/masks/202207111318_38-Perf_00211.png,False
202207111318_38-Perf,212,output/vein/frames/202207111318_38-Perf_00212.png,output/vein/masks/202207111318_38-Perf_00212.png,True
202207111318_38-Perf,213,output/vein/frames/202207111318_38-Perf_00213.png,output/vein/masks/202207111318_38-Perf_00213.png,True
202207111318_38-Perf,214,output/vein/frames/202207111318_38-Perf_00214.png,output/vein/masks/202207111318_38-Perf_00214.png,True
202207111318_38-Perf,215,output/vein/frames/202207111318_38-Perf_00215.png,output/vein/masks/202207111318_38-Perf_00215.png,False
202207111318_38-Perf,216,output/vein/frames/202207111318_38-Perf_00216.png,output/vein/masks/202207111318_38-Perf_00216.png,False
202207111318_38-Perf,217,output/vein/frames/202207111318_38-Perf_00217.png,output/vein/masks/202207111318_38-Perf_00217.png,False
202207111318_38-Perf,218,output/vein/frames/202207111318_38-Perf_00218.png,output/vein/masks/202207111318_38-Perf_00218.png,False
202207111318_38-Perf,219,output/vein/frames/202207111318_38-Perf_00219.png,output/vein/masks/202207111318_38-Perf_00219.png,False
202207111318_38-Perf,220,output/vein/frames/202207111318_38-Perf_00220.png,output/vein/masks/202207111318_38-Perf_00220.png,False
